dates,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1981-10-03,-1.6953222751617432,-1.1643115282058716,-1.8132356405258179,-0.9801665544509888,-0.8843540549278259,-2.3157360553741455,-2.0776357650756836,-1.7057875394821167,-2.3378591537475586,-1.7214559316635132
1981-10-04,-1.7056211233139038,-1.2180960178375244,-2.078885555267334,-0.9919046759605408,-0.8224577307701111,-2.154768705368042,-2.1621713638305664,-2.169269561767578,-2.4167399406433105,-1.6990489959716797
1981-10-05,-1.763899803161621,-1.2096034288406372,-2.1925837993621826,-1.0221372842788696,-0.8790130615234375,-2.072042942047119,-2.754873275756836,-2.440775156021118,-2.4136035442352295,-1.6945581436157227
1981-10-06,-1.7601635456085205,-1.1988327503204346,-2.1143529415130615,-0.9609244465827942,-0.9240004420280457,-1.2476041316986084,-2.8757503032684326,-2.420349359512329,-2.4185047149658203,-1.8680150508880615
1981-10-07,-1.8444890975952148,-1.2358964681625366,-2.0942254066467285,-0.9982225894927979,-0.947426438331604,-1.181473970413208,-2.8348207473754883,-2.3479726314544678,-2.491438627243042,-1.8794822692871094
1981-10-08,-1.9468915462493896,-1.1307337284088135,-3.9222421646118164,-1.2240742444992065,-1.089353084564209,-1.143633484840393,-2.742121458053589,-2.383669853210449,-2.552478075027466,-1.7889256477355957
1981-10-09,-1.8973499536514282,-3.133439779281616,-4.118425369262695,-1.2385015487670898,-1.0497485399246216,-1.9641841650009155,-3.3576531410217285,-2.447507381439209,-3.081632375717163,-2.206451892852783
1981-10-10,-2.745906352996826,-3.034058094024658,-4.052803993225098,-1.2715013027191162,-0.9886648654937744,-1.9830540418624878,-3.4714159965515137,-2.4594600200653076,-2.948927164077759,-2.182018280029297
1981-10-11,-2.712585926055908,-2.9825873374938965,-3.945444107055664,-1.843110203742981,-1.0661237239837646,-1.8203538656234741,-3.39349102973938,-2.739558219909668,-2.9643900394439697,-2.3157224655151367
1981-10-12,-2.6474499702453613,-2.9990525245666504,-3.6863646507263184,-1.5733100175857544,-1.0120935440063477,-1.5860631465911865,-3.303894281387329,-2.697859764099121,-2.998077630996704,-2.4875402450561523
1981-10-13,-2.5304737091064453,-2.9535462856292725,-3.4855613708496094,-1.28218674659729,-0.9466496109962463,-1.5501956939697266,-3.222607374191284,-2.6243669986724854,-2.9599640369415283,-2.4975218772888184
1981-10-14,-2.411670684814453,-3.1460325717926025,-3.6531291007995605,-1.1597000360488892,-0.8398123979568481,-2.1528100967407227,-3.0396695137023926,-2.4690864086151123,-2.6701500415802,-2.4857144355773926
1981-10-15,-2.64113450050354,-3.3166310787200928,-3.8290576934814453,-0.6558804512023926,-0.9815492630004883,-2.9839284420013428,-3.4851162433624268,-2.5420708656311035,-2.6086483001708984,-2.37213397026062
1981-10-16,-2.5088698863983154,-3.1653008460998535,-3.7334156036376953,-0.5307568907737732,-0.9419183135032654,-3.003537893295288,-3.3689699172973633,-2.5533382892608643,-2.535440683364868,-2.2068021297454834
1981-10-17,-2.364849328994751,-2.8521454334259033,-3.5762314796447754,-0.5343179702758789,-0.860924243927002,-3.061702013015747,-3.281252384185791,-2.4929049015045166,-2.3506460189819336,-2.029792070388794
1981-10-18,-2.2591493129730225,-2.657172441482544,-3.7975456714630127,-0.7166321873664856,-0.8886125087738037,-3.2784433364868164,-3.142003297805786,-2.390796184539795,-2.1742022037506104,-3.1911139488220215
1981-10-19,-2.671809434890747,-2.7504353523254395,-3.6073873043060303,-0.8376989960670471,-0.8349716663360596,-3.7837941646575928,-3.371201276779175,-2.317046880722046,-2.72623610496521,-3.310798406600952
1981-10-20,-2.692824125289917,-2.511949300765991,-3.4757964611053467,-1.077531337738037,-0.8200491070747375,-3.597771406173706,-3.3189406394958496,-2.0517139434814453,-2.3467185497283936,-2.988917112350464
1981-10-21,-2.3222532272338867,-2.2817816734313965,-3.3128159046173096,-1.176170825958252,-0.6738840937614441,-3.4404048919677734,-3.195209264755249,-1.9247817993164062,-2.225717306137085,-2.645458936691284
1981-10-22,-2.000098943710327,-2.399940252304077,-3.3284761905670166,-1.253603219985962,-0.5064540505409241,-3.191728353500366,-3.040043830871582,-1.8162840604782104,-2.1032588481903076,-2.6304666996002197
1981-10-23,-2.076396942138672,-4.21653413772583,-4.432820796966553,-1.6598867177963257,-0.7377954125404358,-3.971766233444214,-2.8634517192840576,-1.8062669038772583,-2.70939040184021,-4.324012756347656
1981-10-24,-2.1712043285369873,-4.171516418457031,-4.515905380249023,-1.3449941873550415,-1.6279411315917969,-3.37054443359375,-3.105524778366089,-2.1247711181640625,-2.7741289138793945,-4.946105003356934
1981-10-25,-2.1845149993896484,-4.125007629394531,-4.3877668380737305,-1.0890076160430908,-1.6768845319747925,-1.8180854320526123,-3.2562215328216553,-2.2317874431610107,-4.007503032684326,-3.556778907775879
1981-10-26,-2.15636944770813,-4.05703067779541,-4.2784271240234375,-1.1319093704223633,-1.6347105503082275,-1.4544345140457153,-2.7255749702453613,-2.0573699474334717,-3.939579963684082,-2.4761111736297607
1981-10-27,-2.1668472290039062,-3.907602310180664,-3.807953357696533,-1.1937540769577026,-1.6014190912246704,-1.449635624885559,-1.9436687231063843,-1.9915637969970703,-3.88039493560791,-2.1041033267974854
1981-10-28,-2.1459124088287354,-3.7067649364471436,-3.8463516235351562,-1.2545146942138672,-1.536995768547058,-2.033700466156006,-1.6204936504364014,-1.9443738460540771,-3.8099663257598877,-2.2507922649383545
1981-10-29,-2.0336310863494873,-3.504612445831299,-3.8136773109436035,-1.3242855072021484,-1.6614974737167358,-1.9266616106033325,-1.5961073637008667,-2.0458366870880127,-3.6483466625213623,-2.586230993270874
1981-10-30,-1.7900274991989136,-3.371135950088501,-3.900005578994751,-1.3330219984054565,-1.8849530220031738,-1.8185529708862305,-1.470485806465149,-2.0160160064697266,-3.5155699253082275,-2.610428810119629
1981-10-31,-1.6851552724838257,-3.4764249324798584,-3.645357131958008,-1.2007616758346558,-2.05739426612854,-2.179408073425293,-1.283729910850525,-1.9548896551132202,-3.38167667388916,-3.0334784984588623
1981-11-01,-1.7090080976486206,-3.3504936695098877,-3.4697577953338623,-1.0075764656066895,-1.7488240003585815,-2.2392702102661133,-1.4258249998092651,-1.9425380229949951,-3.37671160697937,-3.0354132652282715
1981-11-02,-1.7616751194000244,-3.2133893966674805,-3.4832355976104736,-1.0134398937225342,-1.6792696714401245,-2.2481415271759033,-1.4368113279342651,-2.038961410522461,-3.3007020950317383,-3.016237258911133
1981-11-03,-1.7931424379348755,-3.7251930236816406,-3.4658944606781006,-0.9783864617347717,-1.8187894821166992,-2.04608154296875,-1.5067238807678223,-2.0042340755462646,-3.493715763092041,-3.086007595062256
1981-11-04,-1.7534573078155518,-3.585902452468872,-3.3677592277526855,-0.9624695777893066,-1.8273833990097046,-1.9730896949768066,-1.5356197357177734,-1.90833580493927,-3.2857491970062256,-3.0648038387298584
1981-11-05,-1.7126930952072144,-3.445619821548462,-3.1988227367401123,-0.9256755709648132,-1.7850650548934937,-1.9392638206481934,-1.5034815073013306,-1.8113598823547363,-3.1968624591827393,-2.9526069164276123
1981-11-06,-1.5808281898498535,-3.4443461894989014,-3.4491806030273438,-0.8880802392959595,-1.6818827390670776,-1.9145780801773071,-1.4803804159164429,-1.7432786226272583,-3.0471348762512207,-2.9694905281066895
1981-11-07,-1.5779304504394531,-3.38211727142334,-3.5988876819610596,-0.8396692872047424,-1.7978931665420532,-1.9790832996368408,-1.4463610649108887,-1.7241771221160889,-2.8965442180633545,-3.195483446121216
1981-11-08,-1.6140400171279907,-4.659036159515381,-3.6279385089874268,-1.4204529523849487,-1.4630497694015503,-2.5428175926208496,-1.4414044618606567,-1.6740734577178955,-3.0851590633392334,-4.45063591003418
1981-11-09,-1.7191921472549438,-4.705112934112549,-3.6564037799835205,-1.7004956007003784,-1.2574588060379028,-3.3458359241485596,-1.4455865621566772,-1.7229777574539185,-3.0830531120300293,-4.254980087280273
1981-11-10,-1.743399739265442,-4.800426006317139,-3.894350290298462,-1.659834861755371,-1.3010826110839844,-3.6481220722198486,-1.6089352369308472,-1.7209622859954834,-3.080209732055664,-3.5485916137695312
1981-11-11,-2.12673282623291,-4.935014247894287,-3.931788921356201,-1.4984488487243652,-1.3340011835098267,-3.5397677421569824,-1.5714998245239258,-1.7580598592758179,-4.136729717254639,-3.3815019130706787
1981-11-12,-2.2792019844055176,-4.718881130218506,-3.7887535095214844,-1.4464058876037598,-1.3362236022949219,-3.390773057937622,-1.4532798528671265,-2.504289388656616,-3.9826061725616455,-3.6237494945526123
1981-11-13,-2.170846462249756,-4.472144603729248,-3.655353546142578,-1.403696894645691,-1.4577727317810059,-3.2111828327178955,-1.154334545135498,-2.5296952724456787,-3.6179115772247314,-3.755358934402466
1981-11-14,-2.021735906600952,-4.224791526794434,-3.4315667152404785,-1.3603700399398804,-1.588692545890808,-2.911036252975464,-0.9846663475036621,-2.3043460845947266,-3.122706413269043,-3.676367998123169
1981-11-15,-1.9318538904190063,-4.116917133331299,-3.247474431991577,-1.1864784955978394,-1.4789817333221436,-2.7403385639190674,-0.8343557715415955,-2.1082165241241455,-2.7369625568389893,-4.3168745040893555
1981-11-16,-2.021294593811035,-4.148571014404297,-3.1531097888946533,-1.4120184183120728,-1.5286942720413208,-3.079190969467163,-0.9634178280830383,-2.1013782024383545,-2.7507927417755127,-4.20689058303833
1981-11-17,-2.0300872325897217,-4.179788112640381,-3.0585224628448486,-1.076995849609375,-1.6778624057769775,-2.8675713539123535,-1.581879734992981,-2.1338748931884766,-2.704218864440918,-4.126460552215576
1981-11-18,-2.028247594833374,-4.150590419769287,-3.0037667751312256,-0.9814876914024353,-1.5665305852890015,-2.675522565841675,-1.9898264408111572,-2.0357308387756348,-2.5572750568389893,-4.095616817474365
1981-11-19,-2.0758121013641357,-4.07106876373291,-3.0188872814178467,-0.9455296993255615,-1.524685025215149,-2.4931018352508545,-2.0271987915039062,-1.9069902896881104,-2.5400164127349854,-3.9144229888916016
1981-11-20,-2.0428454875946045,-3.931262969970703,-2.8538994789123535,-0.719089150428772,-1.4223814010620117,-2.970308780670166,-2.084139108657837,-1.73768150806427,-2.452474355697632,-4.002906799316406
1981-11-21,-2.0593619346618652,-3.7212445735931396,-2.6188647747039795,-0.5422154664993286,-1.3196475505828857,-2.987245798110962,-2.100595235824585,-1.6378587484359741,-2.39469838142395,-4.011137008666992
1981-11-22,-2.0054056644439697,-3.50100040435791,-2.3838675022125244,-0.4249776005744934,-1.476493239402771,-2.9738805294036865,-2.016667127609253,-1.547562837600708,-2.296725034713745,-3.949138641357422
1981-11-23,-1.7810406684875488,-3.470654010772705,-2.7389190196990967,-0.5773652791976929,-1.603001594543457,-3.1303234100341797,-1.9223569631576538,-1.4968006610870361,-2.2186262607574463,-3.8969733715057373
1981-11-24,-1.6663057804107666,-3.790198802947998,-3.394057035446167,-0.6294123530387878,-1.5191494226455688,-2.9465091228485107,-1.797712802886963,-1.435653805732727,-2.1104278564453125,-3.6246755123138428
1981-11-25,-1.8112040758132935,-3.6697068214416504,-4.209342956542969,-0.5311599969863892,-1.58501398563385,-2.6625871658325195,-1.6627607345581055,-1.4141486883163452,-2.0321710109710693,-3.7522850036621094
1981-11-26,-1.775773286819458,-3.5492618083953857,-4.344796180725098,-0.702620267868042,-1.4105809926986694,-2.6184988021850586,-1.5375571250915527,-1.3222781419754028,-1.953870415687561,-3.6298532485961914
1981-11-27,-1.7601268291473389,-3.5688679218292236,-4.210526466369629,-0.673851728439331,-1.2059032917022705,-2.4843246936798096,-1.5121355056762695,-1.330155611038208,-1.9756371974945068,-3.497415781021118
1981-11-28,-1.5142130851745605,-3.7185659408569336,-3.8665168285369873,-0.6448652148246765,-1.0310399532318115,-2.320129871368408,-1.3165134191513062,-1.1477811336517334,-1.857464075088501,-3.69504451751709
1981-11-29,-1.5181447267532349,-4.088463306427002,-3.562843084335327,-0.6356791257858276,-0.95596843957901,-2.1158804893493652,-1.220747709274292,-1.1451585292816162,-1.9994193315505981,-3.5927493572235107
1981-11-30,-1.4518934488296509,-4.1185832023620605,-3.219533681869507,-0.6663423776626587,-1.160742998123169,-1.9316715002059937,-1.124869465827942,-0.9624029397964478,-1.931515097618103,-3.320610523223877
1981-12-01,-1.4155668020248413,-3.7189478874206543,-3.9766485691070557,-2.116858720779419,-1.1153961420059204,-2.1475143432617188,-1.0889135599136353,-0.8494924902915955,-1.8138293027877808,-4.368663787841797
1981-12-02,-1.3991649150848389,-3.35964035987854,-3.854222536087036,-1.9672993421554565,-0.9999516010284424,-2.0334653854370117,-1.092928409576416,-0.7764983773231506,-1.046399712562561,-4.096938610076904
1981-12-03,-1.4827454090118408,-3.270721197128296,-4.262303829193115,-1.677654504776001,-0.8444700241088867,-1.8895490169525146,-1.076953649520874,-0.8034575581550598,-0.8192723393440247,-3.955462694168091
1981-12-04,-1.4163484573364258,-3.2922067642211914,-4.080942630767822,-1.3879684209823608,-0.7389484643936157,-1.8057678937911987,-1.6509815454483032,-1.4304094314575195,-0.672468900680542,-3.6543331146240234
1981-12-05,-1.4200159311294556,-3.3441600799560547,-3.3001742362976074,-1.6982766389846802,-0.6934279799461365,-1.712212324142456,-1.935105562210083,-1.597365379333496,-0.7860255241394043,-3.51357102394104
1981-12-06,-1.383741855621338,-3.176630973815918,-2.5900564193725586,-1.8286100625991821,-0.6779410243034363,-1.6289080381393433,-1.9193531274795532,-1.524396538734436,-0.9600344896316528,-3.363208293914795
1981-12-07,-1.1676433086395264,-3.0296592712402344,-2.7806203365325928,-1.6889714002609253,-0.6225115656852722,-1.575880527496338,-1.8137226104736328,-1.4415533542633057,-0.8845109343528748,-3.1932790279388428
1981-12-08,-1.1017168760299683,-2.833317995071411,-3.361931085586548,-2.0394301414489746,-0.5871988534927368,-1.7431381940841675,-1.718287706375122,-1.4488202333450317,-0.8894845843315125,-3.193891763687134
1981-12-09,-1.1659832000732422,-2.647623062133789,-3.2339961528778076,-1.7099723815917969,-0.45200851559638977,-2.1907758712768555,-1.6430953741073608,-1.4063133001327515,-0.855003297328949,-3.0750207901000977
1981-12-10,-1.1405422687530518,-2.572690963745117,-3.4868857860565186,-1.470646619796753,-0.4069741368293762,-2.238806962966919,-1.378130316734314,-1.6239780187606812,-0.7111330032348633,-3.0167336463928223
1981-12-11,-1.0853708982467651,-2.5084729194641113,-4.7806477546691895,-1.241526484489441,-0.3721402883529663,-2.1772453784942627,-1.2034893035888672,-1.6219340562820435,-0.5879212617874146,-3.0290839672088623
1981-12-12,-1.1205650568008423,-2.515106439590454,-5.625304698944092,-1.3025485277175903,-0.2775307297706604,-2.046135663986206,-1.2591629028320312,-1.580182671546936,-0.5153788328170776,-3.1021056175231934
1981-12-13,-1.0961101055145264,-2.4825937747955322,-5.47094202041626,-1.1838324069976807,-0.3631361126899719,-1.8955320119857788,-1.1952123641967773,-1.4787739515304565,-0.37355276942253113,-3.005831480026245
1981-12-14,-1.0721040964126587,-2.470980405807495,-5.057531833648682,-1.2653511762619019,-0.3490802049636841,-1.7354495525360107,-1.1016708612442017,-1.377744436264038,-0.29249000549316406,-2.920327663421631
1981-12-15,-1.0385466814041138,-2.5003342628479004,-4.6951751708984375,-1.4671779870986938,-0.23530228435993195,-1.3359432220458984,-0.6685771942138672,-1.2371548414230347,-0.332229882478714,-3.175624132156372
1981-12-16,-1.0254762172698975,-2.250694990158081,-4.223910331726074,-1.6792956590652466,-0.29188311100006104,-1.057064414024353,-0.8859583139419556,-1.1769778728485107,-0.39280787110328674,-3.021794319152832
1981-12-17,-1.142948031425476,-2.1020848751068115,-3.843761682510376,-1.9517513513565063,-0.23882406949996948,-0.9187763929367065,-0.32385772466659546,-1.1773242950439453,-0.6243202090263367,-2.928820848464966
1981-12-18,-1.2809853553771973,-1.944595456123352,-3.624746799468994,-1.674588680267334,-0.2861776351928711,-0.8211995959281921,-0.03233000636100769,-1.0882080793380737,-0.526716411113739,-2.8267996311187744
1981-12-19,-1.2296359539031982,-1.8382713794708252,-4.226941108703613,-1.4878205060958862,-0.3339986801147461,-0.7142894864082336,0.058626703917980194,-0.939666211605072,-0.41012629866600037,-2.755720853805542
1981-12-20,-1.288957118988037,-1.9931198358535767,-4.580409049987793,-1.8014487028121948,-0.252251535654068,-0.8081331849098206,-0.2210368663072586,-0.8817001581192017,-0.404503732919693,-2.735706329345703
1981-12-21,-0.9489775896072388,-1.9992135763168335,-4.5051374435424805,-1.675560474395752,-0.16102252900600433,-0.8027773499488831,-0.22136248648166656,-0.7844039797782898,-0.2599804103374481,-2.6966989040374756
1981-12-22,-0.7897226810455322,-1.9765933752059937,-4.571173191070557,-1.2201695442199707,-0.17029646039009094,-0.8982073664665222,-0.19238561391830444,-0.777820348739624,-0.07651079446077347,-2.588813066482544
1981-12-23,-0.8212403655052185,-1.8952752351760864,-4.638602256774902,-0.9652724266052246,-0.20014715194702148,-0.7244925498962402,-0.10414271056652069,-0.7019219994544983,-0.13419422507286072,-2.4820663928985596
1981-12-24,-0.7435503602027893,-1.9153685569763184,-4.487432956695557,-0.9309167265892029,-0.14058837294578552,-0.7116592526435852,0.05334093049168587,-0.5568073987960815,-0.10305280983448029,-2.5365030765533447
1981-12-25,-0.7167248129844666,-1.6368627548217773,-4.487698554992676,-0.86713045835495,-0.16163258254528046,-0.4997251033782959,-0.2399890124797821,-0.40248048305511475,0.06689289212226868,-2.4121670722961426
1981-12-26,-0.9107840657234192,-1.5398435592651367,-4.749423027038574,-0.7339329123497009,-0.2833285927772522,-0.45874884724617004,-0.014165910892188549,-0.5889843702316284,0.31557631492614746,-2.289090394973755
1981-12-27,-1.1657618284225464,-1.5642958879470825,-4.602692127227783,-0.891367495059967,-0.1556994616985321,-0.38875117897987366,0.060793012380599976,-0.4663616120815277,0.4829556345939636,-2.2772984504699707
1981-12-28,-1.011694073677063,-2.1003079414367676,-4.197506904602051,-1.0094749927520752,0.04123321920633316,-0.2797549366950989,0.21486467123031616,-0.3546254634857178,0.10903216898441315,-2.2368457317352295
1981-12-29,-0.7686246633529663,-1.567935824394226,-4.033904552459717,-0.7182267308235168,0.33743950724601746,0.008222240954637527,0.1979847550392151,-0.32384976744651794,0.17374904453754425,-2.01777720451355
1981-12-30,-0.5565547347068787,-1.3271766901016235,-3.8619515895843506,-0.21769225597381592,0.29285794496536255,0.18507876992225647,0.2701600193977356,-0.13408011198043823,0.1770693063735962,-1.8401018381118774
1981-12-31,-0.4255999028682709,-1.1581014394760132,-3.641645669937134,-0.3879033625125885,0.4175005257129669,0.24086476862430573,0.1512974202632904,-0.05527995526790619,0.22894175350666046,-2.243927001953125
1982-01-01,-0.24572999775409698,-1.020742654800415,-3.4530391693115234,-0.508854866027832,0.49133798480033875,-0.6345096826553345,0.1414128541946411,0.04242883250117302,0.15937787294387817,-2.129192352294922
1982-01-02,-1.726971983909607,-0.845133900642395,-3.3161869049072266,-0.4006110727787018,0.5143120288848877,-0.5410206913948059,0.060450486838817596,0.0590662956237793,-0.7117422223091125,-1.9960262775421143
1982-01-03,-1.829413652420044,-0.6913433074951172,-3.211073637008667,0.11682512611150742,0.5864316821098328,-0.43875136971473694,0.08837068825960159,-0.15539602935314178,-0.7643671035766602,-1.6443923711776733
1982-01-04,-1.7230726480484009,-0.47936299443244934,-2.997779607772827,0.043458301573991776,0.4976171851158142,-0.35773083567619324,0.1351756602525711,0.0589807853102684,-0.6785852909088135,-1.534379005432129
1982-01-05,-1.387963891029358,-0.29928937554359436,-3.2963335514068604,-0.010812876746058464,0.627907395362854,0.07206715643405914,0.6108373999595642,0.22215184569358826,-0.49443960189819336,-1.475988745689392
1982-01-06,-1.1741276979446411,-0.15113049745559692,-3.1267573833465576,-0.20595644414424896,0.43723657727241516,0.19054831564426422,0.7452746033668518,0.21411901712417603,-0.3719065189361572,-1.4492676258087158
1982-01-07,-0.9916318655014038,-0.05491336062550545,-2.999093770980835,-0.3820244073867798,0.28559404611587524,-1.0122652053833008,0.8484843373298645,0.2248210608959198,-0.23106327652931213,-1.274257779121399
1982-01-08,-0.75045245885849,-0.030694901943206787,-2.813337564468384,-0.2790013551712036,0.27292925119400024,-1.1764475107192993,0.8204299211502075,0.29423367977142334,-0.1319403350353241,-1.4009746313095093
1982-01-09,-0.6206358075141907,-0.25847408175468445,-2.5395824909210205,-0.026977818459272385,0.46925416588783264,-0.7319890856742859,0.7810763120651245,0.6823647618293762,0.12547270953655243,-1.4594874382019043
1982-01-10,0.39772453904151917,-0.19833961129188538,-2.2878143787384033,0.17407074570655823,0.6044931411743164,-0.5189446806907654,0.520432710647583,0.8290932178497314,0.2910830080509186,-1.2897645235061646
1982-01-11,0.6046757698059082,-0.12031608074903488,-2.348071575164795,0.33413007855415344,0.6586623787879944,-0.43733590841293335,0.29841843247413635,0.9544800519943237,0.3948885500431061,-1.0019150972366333
1982-01-12,0.7401459813117981,0.025579826906323433,-2.650376319885254,0.18312641978263855,0.7217333912849426,-0.6171641945838928,0.04502760246396065,1.048423409461975,0.486846387386322,-0.8859493136405945
